;time;IPO_entropy;IPO_complexity;IPO_fisher_shanon;IPO_edge_entropy;IPO_edge_complexity;IPO_edge_fisher_shannon;IPO_number_nodes;IPO_self_transition;IPD_entropy;IPD_complexity;IPD_fisher_shanon;IPD_edge_entropy;IPD_edge_complexity;IPD_edge_fisher_shannon;IPD_number_nodes;IPD_self_transition;MP_entropy;MP_complexity;MP_fisher_shanon;MP_edge_entropy;MP_edge_complexity;MP_edge_fisher_shannon;MP_number_nodes;MP_self_transition;TP_ICMP_entropy;TP_ICMP_complexity;TP_ICMP_fisher_shanon;TP_ICMP_edge_entropy;TP_ICMP_edge_complexity;TP_ICMP_edge_fisher_shannon;TP_ICMP_number_nodes;TP_ICMP_self_transition;TP_TCP_entropy;TP_TCP_complexity;TP_TCP_fisher_shanon;TP_TCP_edge_entropy;TP_TCP_edge_complexity;TP_TCP_edge_fisher_shannon;TP_TCP_number_nodes;TP_TCP_self_transition
673;[530, 674];0.9799585601789319;0.019343102611878066;0.015627953114761277;0.9607329284860074;0.03998276446058072;0.06187702030635964;18.0;0.12056737588652482;0.9938523165079816;0.006065579939578228;0.005123936623436261;0.909961750240577;0.08386502482452256;0.09545283569603254;18.0;0.028368794326241134;0.8782194869738851;0.09941093500778395;0.03795913905485276;0.9699870314266158;0.03000430827113378;0.018255169944413126;15.0;0.2624113475177305;0.9884092019579456;0.011274595334240842;0.009628322258827881;0.9789848253208955;0.020031194717032578;0.017037086855465844;18.0;0.07092198581560283;0.9962128324654949;0.0037370854692513767;0.0033401878895347363;0.909961750240577;0.08386502482452256;0.08925579764652238;18.0;0.035460992907801414
674;[531, 675];0.9784002447960277;0.020853179901067383;0.018265380221196125;0.9789848253208955;0.020031194717033057;0.023350869007568574;18.0;0.12056737588652482;0.9938523165079816;0.006065579939578228;0.005123936623436261;0.909961750240577;0.08386502482452256;0.09545283569603254;18.0;0.028368794326241134;0.8800193432553532;0.09790061389834306;0.03774390594429476;0.9699870314266158;0.03000430827113378;0.018255169944413126;15.0;0.2624113475177305;0.9888346240380456;0.010813085996747459;0.009984459816526715;0.9789848253208955;0.020031194717032578;0.017037086855465844;18.0;0.07092198581560283;0.9953909060434154;0.004538023634205754;0.004186697895602825;0.909961750240577;0.08386502482452256;0.08925579764652238;18.0;0.035460992907801414
675;[532, 676];0.9789137101556165;0.020360428757522607;0.01834743345170832;0.9789848253208955;0.020031194717033057;0.023350869007568574;18.0;0.12056737588652482;0.9952036754115363;0.004732079698761751;0.0041301141328511145;0.909961750240577;0.08386502482452256;0.09545283569603254;18.0;0.028368794326241134;0.8723034908894072;0.10381733360577558;0.03971168662657025;0.9475231583990614;0.05186115021048181;0.010484361141825143;15.0;0.2624113475177305;0.9897750640257225;0.009846626695547048;0.009390683344315236;0.9789848253208955;0.020031194717032578;0.017037086855465844;18.0;0.07801418439716312;0.9960616276146617;0.003878191180421704;0.003663148993888925;0.9488801212514659;0.050098499096156206;0.045130195779414475;18.0;0.035460992907801414
676;[533, 677];0.9789137101556165;0.020360428757522607;0.01834743345170832;0.9908376325554372;0.00919559653943412;0.00631378215210273;18.0;0.12056737588652482;0.994906868501777;0.005005751504171378;0.004277688091272661;0.7372018207993071;0.2370628776150663;0.39203708685546584;18.0;0.028368794326241134;0.8668860461673749;0.1072178322739641;0.042472005691540846;0.9475231583990614;0.05186115021048181;0.010484361141825143;15.0;0.2695035460992908;0.9910976783540575;0.00864192559715123;0.008850408070728594;0.9789848253208955;0.020031194717032578;0.017037086855465844;18.0;0.07801418439716312;0.9959160255557352;0.004011334171266645;0.004032329806835234;0.9488801212514659;0.050098499096156206;0.045130195779414475;18.0;0.035460992907801414
677;[534, 678];0.9761332390196816;0.022912658096320242;0.021318110766039212;0.9908376325554372;0.00919559653943412;0.00631378215210273;18.0;0.12765957446808512;0.9947102687111067;0.005214012131539695;0.004784807019704989;0.8315004452668298;0.1670684297965183;0.205326459867571;18.0;0.028368794326241134;0.8630412498569745;0.1092570340164898;0.04534778571003962;0.9475231583990614;0.05186115021048181;0.010484361141825143;15.0;0.2765957446808511;0.9890055629841269;0.01064569763282818;0.01115236025392762;0.9908376325554372;0.00919559653943412;0.01262756430420546;18.0;0.07801418439716312;0.9948614735619398;0.005073302484849682;0.005106950750949379;0.9488801212514659;0.050098499096156206;0.045130195779414475;18.0;0.035460992907801414
678;[535, 679];0.9750253108070128;0.023928911918046622;0.02238389272393771;0.9908376325554372;0.00919559653943412;0.00631378215210273;18.0;0.12765957446808512;0.9936023404984377;0.006270322792914845;0.005949641002280676;0.8315004452668298;0.1670684297965183;0.205326459867571;18.0;0.028368794326241134;0.862504366139317;0.10966329977115771;0.04247527758374234;0.9475231583990614;0.05186115021048181;0.010484361141825143;15.0;0.2765957446808511;0.9882167486428185;0.011387419981298727;0.01249361838659793;0.9607329284860074;0.039982764460581195;0.04961749388719515;18.0;0.07801418439716312;0.9950580733526101;0.00486498208664636;0.004633794292597653;0.9488801212514659;0.050098499096156206;0.045130195779414475;18.0;0.035460992907801414
679;[536, 680];0.9756197736600929;0.02340260561974189;0.021145278177877112;0.9908376325554372;0.00919559653943412;0.00631378215210273;18.0;0.12765957446808512;0.9924475813855531;0.007392293562387561;0.006535333403231508;0.8315004452668298;0.1670684297965183;0.205326459867571;18.0;0.028368794326241134;0.8668860461673749;0.1072178322739641;0.042472005691540846;0.9475231583990614;0.05186115021048181;0.010484361141825143;15.0;0.2695035460992908;0.9870578430543906;0.01258994603322316;0.01489055969309312;0.9607329284860074;0.039982764460581195;0.04961749388719515;18.0;0.07801418439716312;0.9942361469305308;0.0056640522710461215;0.005223818293006711;0.9488801212514659;0.050098499096156206;0.045130195779414475;18.0;0.035460992907801414
680;[537, 681];0.9719907552843666;0.026845463835197602;0.023635933138672346;0.9908376325554372;0.00919559653943412;0.00631378215210273;18.0;0.12765957446808512;0.9911860729124085;0.008669815033175411;0.007966064900710864;0.8315004452668298;0.1670684297965183;0.205326459867571;18.0;0.028368794326241134;0.8705036346079389;0.10529864685860697;0.039881188046553086;0.9475231583990614;0.05186115021048181;0.010484361141825143;15.0;0.2695035460992908;0.9853591279398235;0.014245170107876754;0.016851765912117078;0.9607329284860074;0.039982764460581195;0.04961749388719515;18.0;0.07801418439716312;0.9930303900859019;0.006862678398110363;0.00644207330041812;0.9488801212514659;0.050098499096156206;0.045130195779414475;18.0;0.035460992907801414
681;[538, 682];0.9713962924312866;0.027367599293377;0.02496116934887703;0.9908376325554372;0.00919559653943412;0.00631378215210273;18.0;0.12765957446808512;0.9897553576609267;0.010028163738716182;0.009421498837923394;0.8315004452668298;0.1670684297965183;0.205326459867571;18.0;0.028368794326241134;0.8710170999675276;0.10491257984188365;0.04262072672240956;0.9475231583990614;0.05186115021048181;0.010484361141825143;15.0;0.2695035460992908;0.9862995679275004;0.01328545244246055;0.015323786335834103;0.9607329284860074;0.039982764460581195;0.04961749388719515;18.0;0.07801418439716312;0.9915386314506838;0.008315055664747195;0.0078043957133155425;0.9488801212514659;0.050098499096156206;0.045130195779414475;18.0;0.035460992907801414
682;[539, 683];0.9740528297717247;0.024696533515044323;0.022245600832011436;0.9908376325554372;0.00919559653943412;0.00631378215210273;18.0;0.12765957446808512;0.9909101167738115;0.008912355017124656;0.008539892384969956;0.7372018207993071;0.2370628776150663;0.39203708685546584;18.0;0.028368794326241134;0.8668860461673749;0.1072178322739641;0.042472005691540846;0.9475231583990614;0.05186115021048181;0.010484361141825143;15.0;0.2695035460992908;0.9877913265627186;0.011848387755073832;0.013551847215136956;0.9607329284860074;0.039982764460581195;0.04961749388719515;18.0;0.0851063829787234;0.9927443882953125;0.007120019161555661;0.006882364217568873;0.9488801212514659;0.050098499096156206;0.045130195779414475;18.0;0.035460992907801414
683;[540, 684];0.973352133780257;0.02537023106741067;0.022316508872410705;0.9789848253208955;0.020031194717033057;0.023350869007568574;18.0;0.12765957446808512;0.9917680689769365;0.008065801852135533;0.007991116983492875;0.8156631257730543;0.1735816003119311;0.2723987392071474;18.0;0.02127659574468085;0.8630412498569745;0.1092570340164898;0.04534778571003962;0.9475231583990614;0.05186115021048181;0.010484361141825143;15.0;0.2765957446808511;0.9877913265627186;0.011848387755073832;0.013551847215136956;0.9607329284860074;0.039982764460581195;0.04961749388719515;18.0;0.0851063829787234;0.9935663147173919;0.006323366416857044;0.006355437235567644;0.9488801212514659;0.050098499096156206;0.045130195779414475;18.0;0.028368794326241134
684;[541, 685];0.9743246148155451;0.024603869680826066;0.022388168355096015;0.9789848253208955;0.020031194717033057;0.023350869007568574;18.0;0.12056737588652482;0.9928723212384236;0.006935565759133634;0.006536181761935212;0.8156631257730543;0.1735816003119311;0.2723987392071474;18.0;0.02127659574468085;0.862504366139317;0.10966329977115771;0.04247527758374234;0.9475231583990614;0.05186115021048181;0.010484361141825143;15.0;0.2765957446808511;0.9901019075334001;0.00960928259152856;0.010935748209891549;0.9607329284860074;0.039982764460581195;0.04961749388719515;18.0;0.0851063829787234;0.9946208667111874;0.00526411995831683;0.005112578467750064;0.9488801212514659;0.050098499096156206;0.045130195779414475;18.0;0.028368794326241134
685;[542, 686];0.9764830640807096;0.02271333176356263;0.021250552196774283;0.9789848253208955;0.020031194717033057;0.023350869007568574;18.0;0.12056737588652482;0.9941158058580266;0.005762046046620102;0.005263589874174943;0.8156631257730543;0.1735816003119311;0.2723987392071474;18.0;0.02127659574468085;0.8668860461673749;0.1072178322739641;0.042472005691540846;0.9475231583990614;0.05186115021048181;0.010484361141825143;15.0;0.2695035460992908;0.9907197829286273;0.009032716889985588;0.010599301477700999;0.9908376325554372;0.00919559653943412;0.01262756430420546;18.0;0.0851063829787234;0.9959160255557352;0.004011334171266645;0.0039387823064889384;0.9488801212514659;0.050098499096156206;0.045130195779414475;18.0;0.028368794326241134
686;[543, 687];0.9784002447960277;0.020853179901067383;0.018265380221196125;0.9789848253208955;0.020031194717033057;0.023350869007568574;18.0;0.12056737588652482;0.9949377322801061;0.004963154654286817;0.005124859178036973;0.8156631257730543;0.1735816003119311;0.2723987392071474;18.0;0.02127659574468085;0.8731493220460155;0.10300014314469429;0.04081050057203533;0.9337851376692216;0.06368767510851152;0.028919149409072278;16.0;0.2695035460992908;0.9913105698305256;0.008410752183630117;0.009696585207357177;0.9789848253208955;0.020031194717033057;0.023350869007568574;18.0;0.0851063829787234;0.9964080329872843;0.003532382355178561;0.0037924019442649006;0.9488801212514659;0.050098499096156206;0.045130195779414475;18.0;0.028368794326241134
687;[544, 688];0.9775422925929026;0.021676910058455092;0.01864540903240435;0.9607329284860074;0.03998276446058072;0.06187702030635964;18.0;0.12056737588652482;0.9956712157884339;0.004209909440014558;0.004018367597983347;0.8156631257730543;0.1735816003119311;0.2723987392071474;18.0;0.02127659574468085;0.873498975131794;0.10273218557116386;0.043617655642809304;0.9337851376692216;0.06368767510851152;0.028919149409072278;16.0;0.2695035460992908;0.992171625246956;0.007635503683044865;0.009635860268063186;0.9789848253208955;0.020031194717033057;0.023350869007568574;18.0;0.07801418439716312;0.9971087289787522;0.00282652658201198;0.0028799710129101446;0.9488801212514659;0.050098499096156206;0.045130195779414475;18.0;0.028368794326241134
688;[545, 689];0.97829327182946;0.021069757445206172;0.018792096712639636;0.9607329284860074;0.03998276446058072;0.06187702030635964;18.0;0.12056737588652482;0.9959572175790234;0.003950962207784791;0.0035034560714901335;0.9400664543100068;0.05624129096313678;0.07886583260889428;18.0;0.02127659574468085;0.8693679213316413;0.10505718799326597;0.04362267030740953;0.9337851376692216;0.06368767510851152;0.028919149409072278;16.0;0.2695035460992908;0.9937989402891082;0.0060625053888712895;0.007701343069102081;0.9789848253208955;0.020031194717033057;0.023350869007568574;18.0;0.07801418439716312;0.9974055358885117;0.0025515939991331534;0.0024955738419854046;0.9488801212514659;0.050098499096156206;0.045130195779414475;18.0;0.028368794326241134
689;[546, 690];0.9785792736200494;0.020820299968604735;0.01803129934073959;0.9607329284860074;0.03998276446058072;0.06187702030635964;18.0;0.12056737588652482;0.9956075644932447;0.004302003565787956;0.004042516540352361;0.9400664543100068;0.05624129096313678;0.07886583260889428;18.0;0.02127659574468085;0.8693679213316413;0.10505718799326597;0.04362267030740953;0.9337851376692216;0.06368767510851152;0.028919149409072278;16.0;0.2765957446808511;0.9948080973430665;0.005070278710896214;0.0064082169749762104;0.9789848253208955;0.020031194717033057;0.02243762698540755;18.0;0.07801418439716312;0.9975627921001692;0.0024013976559077803;0.0023815423923015293;0.9488801212514659;0.050098499096156206;0.045130195779414475;18.0;0.028368794326241134
690;[547, 691];0.9775422925929026;0.021676910058455092;0.01864540903240435;0.9607329284860074;0.03998276446058072;0.06187702030635964;18.0;0.12056737588652482;0.9944996362805759;0.005360293529633317;0.0047821551479211525;0.9400664543100068;0.05624129096313678;0.07886583260889428;18.0;0.02127659574468085;0.8630412498569745;0.1092570340164898;0.04534778571003962;0.9337851376692216;0.06368767510851152;0.028919149409072278;16.0;0.28368794326241137;0.9939501451399413;0.005922055186878697;0.008025651023741448;0.9789848253208955;0.020031194717033057;0.02243762698540755;18.0;0.07801418439716312;0.9971087289787522;0.00282652658201198;0.0028799710129101446;0.9488801212514659;0.050098499096156206;0.045130195779414475;18.0;0.028368794326241134
691;[548, 692];0.9747618214569675;0.02422164673077085;0.021432339234804386;0.9789848253208955;0.020031194717033057;0.023350869007568574;18.0;0.12765957446808512;0.994640036012239;0.005234776415642986;0.00452904020474936;0.9400664543100068;0.05624129096313678;0.07886583260889428;18.0;0.02127659574468085;0.8611429876434267;0.11082863867870503;0.04553773234314773;0.9546444483376652;0.043298804452513315;0.02559855909388277;16.0;0.28368794326241137;0.9939501451399413;0.005922055186878697;0.008025651023741448;0.9789848253208955;0.020031194717033057;0.02243762698540755;18.0;0.07801418439716312;0.998076257459758;0.0018890788030043592;0.0019961694576831404;0.909961750240577;0.08386502482452256;0.08925579764652238;18.0;0.028368794326241134
692;[549, 693];0.9743246148155451;0.024603869680826066;0.022388168355096015;0.9789848253208955;0.020031194717033057;0.023350869007568574;18.0;0.12765957446808512;0.995094099133656;0.004811805336595049;0.004378062616808338;0.9400664543100068;0.05624129096313678;0.07886583260889428;18.0;0.02127659574468085;0.8653374370396056;0.10854072422587117;0.04576851845785875;0.9546444483376652;0.043298804452513315;0.02559855909388277;16.0;0.28368794326241137;0.9946208667111874;0.00526411995831683;0.006869164114324363;0.9789848253208955;0.020031194717033057;0.02243762698540755;18.0;0.07801418439716312;0.998240069733568;0.0017291099597024377;0.0021422476824451485;0.909961750240577;0.08386502482452256;0.08925579764652238;18.0;0.028368794326241134
693;[550, 694];0.9756251118775845;0.023533740279193454;0.021472300690312376;0.9789848253208955;0.020031194717033057;0.023350869007568574;18.0;0.12056737588652482;0.995094099133656;0.004811805336595049;0.004378062616808338;0.9400664543100068;0.05624129096313678;0.07886583260889428;18.0;0.02127659574468085;0.8614926407292052;0.11056868485142336;0.0485489040741986;0.9546444483376652;0.043298804452513315;0.02559855909388277;16.0;0.28368794326241137;0.9955500807841594;0.004386868171669872;0.006033621791183204;0.9908376325554372;0.00919559653943412;0.009470673228154095;18.0;0.07801418439716312;0.998240069733568;0.0017291099597024377;0.0021422476824451485;0.909961750240577;0.08386502482452256;0.08925579764652238;18.0;0.028368794326241134
694;[551, 695];0.9756251118775845;0.023533740279193454;0.021472300690312376;0.9789848253208955;0.020031194717033057;0.023350869007568574;18.0;0.12056737588652482;0.995094099133656;0.004811805336595049;0.004378062616808338;0.9400664543100068;0.05624129096313678;0.07886583260889428;18.0;0.02127659574468085;0.8593133995510641;0.11239660669593883;0.04925678712116022;0.9546444483376652;0.043298804452513315;0.02559855909388277;16.0;0.28368794326241137;0.9961679561793864;0.003803824797238804;0.00533267519143206;0.9908376325554372;0.00919559653943412;0.009470673228154095;18.0;0.07801418439716312;0.998240069733568;0.0017291099597024377;0.0021422476824451485;0.909961750240577;0.08386502482452256;0.08925579764652238;18.0;0.028368794326241134
